Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1
NYS-2008-0078,Feathers Creek,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-19T00:00:00,9,9A,ALLEGANY,ANGELICA,Debris Burning, 6 - Brush - Mixed/Regeneration,4,19,42.26711,-77.99494,Private Property,N/A,0,0,0,0,0,0,0,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-77.99494', 'needs_recoding': False, 'latitude': '42.26711'}"
NYS-2008-0079,Kuntz,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-19T00:00:00,6,6B,LEWIS,CROGHAN,Debris Burning, 1 - Grass - Light,5,0.2,43.91376,-75.36392,Private Property,N/A,0,0,0,0,1,0,0,"Scanlon,John ",911 Dispatch,,"{'longitude': '-75.36392', 'needs_recoding': False, 'latitude': '43.91376'}"
NYS-2008-0080,Brantingham,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-19T00:00:00,6,6B,LEWIS,GREIG,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,0.3,43.68312,-75.29166,Private Property,N/A,0,0,0,0,0,0,0,"Scanlon,John ",911 Dispatch,,"{'longitude': '-75.29166', 'needs_recoding': False, 'latitude': '43.68312'}"
NYS-2008-0082,Baldwin fire,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-20T00:00:00,6,6B,LEWIS,WATSON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,0.9,43.78411,-75.35442,Private Property,,0,0,0,0,0,0,1,"Scanlon,John ",911 Dispatch,,"{'longitude': '-75.35442', 'needs_recoding': False, 'latitude': '43.78411'}"
NYS-2008-0083,Old State Rd Fire,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-19T00:00:00,6,6B,LEWIS,CROGHAN,Debris Burning, 2 - Grass - Understory,5,1,43.95606,-75.54649,Private Property,,0,0,0,0,0,0,0,"Snyder,Jennifer M",Sheriff,,"{'longitude': '-75.54649', 'needs_recoding': False, 'latitude': '43.95606'}"
NYS-2008-0084,Gay Rd,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-20T00:00:00,8,8A,STEUBEN,PRATTSBURGH,Campfire, 9 - Timber - Medium Hardwood Litter,4,7.1,42.53802,-77.3678,Private Property,N/A,0,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'longitude': '-77.3678', 'needs_recoding': False, 'latitude': '42.53802'}"
NYS-2008-0085,Italy Valley Rd,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-20T00:00:00,8,8A,ONTARIO,NAPLES,Debris Burning, 8 - Timber - Light Hardwood Litter,4,4.2,42.59156,-77.3906,Private Property,,0,0,0,0,1,0,0,"Dormer,Patrick G",911 Dispatch,,"{'longitude': '-77.3906', 'needs_recoding': False, 'latitude': '42.59156'}"
NYS-2008-0092,Whitimore Rd,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-20T00:00:00,5,5F,WASHINGTON,ARGYLE,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,1,43.28134,-73.44244,Private Property,N/A,0,0,0,0,0,0,0,"Laczko,Jaime ",911 Dispatch,,"{'longitude': '-73.44244', 'needs_recoding': False, 'latitude': '43.28134'}"
NYS-2008-0093,Hunt Hill,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-20T00:00:00,7,7A,CHENANGO,AFTON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,7,42.20173,-75.45123,State Forest/RF Area,Melondy,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.45123', 'needs_recoding': False, 'latitude': '42.20173'}"
NYS-2008-0094,Nevermore,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-28T00:00:00,7,7A,OSWEGO,WILLIAMSTOWN,Smoking, 9 - Timber - Medium Hardwood Litter,5,30.2,43.4695,-75.96191,Other Government,,575.34,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,,"{'longitude': '-75.96191', 'needs_recoding': False, 'latitude': '43.4695'}"
NYS-2008-0095,Morse,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-20T00:00:00,8,8A,STEUBEN,THURSTON,Debris Burning, 8 - Timber - Light Hardwood Litter,5,3,42.19783,-77.23644,Private Property,,0,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'longitude': '-77.23644', 'needs_recoding': False, 'latitude': '42.19783'}"
NYS-2008-0096,Barringer Rd. Fire,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-20T00:00:00,6,6C,HERKIMER,GERMAN FLATTS,Debris Burning, 8 - Timber - Light Hardwood Litter,2,8,43.00087,-75.03466,Private Property,,0,0,0,0,0,0,0,"Piersma,Robert J",911 Dispatch,,"{'longitude': '-75.03466', 'needs_recoding': False, 'latitude': '43.00087'}"
NYS-2008-0097,Rhodes Orchard,2008-04-20T00:00:00,2008-04-20T00:00:00,2008-04-30T00:00:00,5,5F,SARATOGA,PROVIDENCE,Miscellaneous, 8 - Timber - Light Hardwood Litter,4,17.7,43.08481,-74.05688,Private Property,,0,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'longitude': '-74.05688', 'needs_recoding': False, 'latitude': '43.08481'}"
NYS-2008-0098,Martinsburg,2008-04-19T00:00:00,2008-04-19T00:00:00,2008-04-19T00:00:00,6,6B,LEWIS,MARTINSBURG,Debris Burning, 5 - Brush - Continuous but Light,4,0.4,43.73903,-75.46789,Private Property,,0,0,0,0,1,0,0,"Scanlon,John ",911 Dispatch,,"{'longitude': '-75.46789', 'needs_recoding': False, 'latitude': '43.73903'}"
NYS-2008-0099,Rosa Fire,2008-04-17T00:00:00,2008-04-17T00:00:00,2008-04-17T00:00:00,4,4B,SCHOHARIE,BROOME,Debris Burning, 1 - Grass - Light,5,1,42.51717,-74.2568,Private Property,,0,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'longitude': '-74.2568', 'needs_recoding': False, 'latitude': '42.51717'}"
NYS-2008-0100,Carver Rd,2008-04-21T00:00:00,2008-04-21T00:00:00,2008-04-23T00:00:00,5,5B,ESSEX,WILLSBORO,Miscellaneous, 3 - Grass - Heavy,5,1,44.3838,-73.45249,Private Property,N/A,0,0,0,0,1,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'longitude': '-73.45249', 'needs_recoding': False, 'latitude': '44.3838'}"
NYS-2008-0101,Perry lane Fire,2008-04-21T00:00:00,2008-04-21T00:00:00,2008-04-21T00:00:00,5,5F,WASHINGTON,WHITEHALL,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1.2,43.5462,-73.32587,Private Property,N/A,0,0,0,0,0,0,0,"Laczko,Jaime ",911 Dispatch,,"{'longitude': '-73.32587', 'needs_recoding': False, 'latitude': '43.5462'}"
NYS-2008-0103,Blodgett,2008-04-21T00:00:00,2008-04-23T00:00:00,2008-04-23T00:00:00,5,5F,WASHINGTON,GREENWICH,Miscellaneous, 1 - Grass - Light,5,0.5,43.155,-73.572,Private Property,,0,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'longitude': '-73.572', 'needs_recoding': False, 'latitude': '43.155'}"
NYS-2008-0104,Dutch Hill,2008-04-22T00:00:00,2008-04-22T00:00:00,2008-04-22T00:00:00,9,9A,CATTARAUGUS,NAPOLI,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,0.6,42.24309,-78.85373,Private Property,,0,0,0,1,0,2,0,"Rogers,Robert C",911 Dispatch,,"{'longitude': '-78.85373', 'needs_recoding': False, 'latitude': '42.24309'}"
NYS-2008-0107,Kinney Hollow,2008-04-22T00:00:00,2008-04-22T00:00:00,2008-04-23T00:00:00,9,9A,CATTARAUGUS,ISCHUA,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1.1,42.21913,-78.33012,Private Property,,0,0,0,0,0,0,0,"Krulish,Wayne ",911 Dispatch,,"{'longitude': '-78.33012', 'needs_recoding': False, 'latitude': '42.21913'}"
NYS-2008-0108,Barber,2008-04-22T00:00:00,2008-04-22T00:00:00,2008-04-23T00:00:00,5,5F,WASHINGTON,GRANVILLE,Debris Burning, 8 - Timber - Light Hardwood Litter,4,1.5,43.41745,-73.31963,Private Property,N/A,0,0,0,0,0,0,0,"Schwab,Werner J",911 Dispatch,,"{'longitude': '-73.31963', 'needs_recoding': False, 'latitude': '43.41745'}"
NYS-2008-0109,Baker X Wind,2008-04-22T00:00:00,2008-04-22T00:00:00,2008-04-29T00:00:00,8,8A,ONTARIO,NAPLES,Equipment, 9 - Timber - Medium Hardwood Litter,4,40,42.59094,-77.47504,Private Property,,195,0,0,0,3,0,0,"Dormer,Patrick G",911 Dispatch,,"{'longitude': '-77.47504', 'needs_recoding': False, 'latitude': '42.59094'}"
NYS-2008-0110,Breakline,2008-04-22T00:00:00,2008-04-22T00:00:00,2008-04-23T00:00:00,5,5F,WASHINGTON,JACKSON,Debris Burning, 8 - Timber - Light Hardwood Litter,4,1,43.07065,-73.31206,Private Property,N/A,0,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'longitude': '-73.31206', 'needs_recoding': False, 'latitude': '43.07065'}"
NYS-2008-0111,Wellman Briggs,2008-04-19T00:00:00,2008-04-23T00:00:00,2008-04-19T00:00:00,9,9A,CHAUTAUQUA,BUSTI,Debris Burning, 5 - Brush - Continuous but Light,5,2.8,42.02263,-79.36703,State Forest/RF Area,Wellman State Forest,0,0,0,0,0,0,0,"Pachan,David L",Sheriff,,"{'longitude': '-79.36703', 'needs_recoding': False, 'latitude': '42.02263'}"
NYS-2008-0113,Kleis Fire,2008-04-23T00:00:00,2008-04-23T00:00:00,2008-04-23T00:00:00,4,4B,DELAWARE,MIDDLETOWN,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.2,42.16171,-74.56877,Private Property,,0,0,0,0,0,0,0,"Bink,Joseph L",911 Dispatch,,"{'longitude': '-74.56877', 'needs_recoding': False, 'latitude': '42.16171'}"
NYS-2008-0114,Bog Hollow,2008-04-23T00:00:00,2008-04-23T00:00:00,2008-04-29T00:00:00,3,3B,DUTCHESS,AMENIA,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,2,41.77179,-73.51752,Private Property,,0,0,0,0,0,0,0,"Deslauriers,Jacob P",911 Dispatch,,"{'longitude': '-73.51752', 'needs_recoding': False, 'latitude': '41.77179'}"
NYS-2008-0115,Pilgram,2008-04-23T00:00:00,2008-04-23T00:00:00,2008-04-24T00:00:00,1,1A,SUFFOLK,ISLIP,Incendiary, 7 - Brush - Understory,4,1,40.78811,-73.2904,Unique Area,Edgewood Oak Brush Plains ,0,0,0,0,0,0,0,"Slade,Kevin M",DEC Dispatch,,"{'longitude': '-73.2904', 'needs_recoding': False, 'latitude': '40.78811'}"
NYS-2008-0116,Bear Hollow,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-25T00:00:00,9,9A,CATTARAUGUS,GREAT VALLEY,Debris Burning, 6 - Brush - Mixed/Regeneration,5,0.2,42.19168,-78.60632,Private Property,n/a,0,0,0,0,0,1,0,"Rogers,Robert C",911 Dispatch,,"{'longitude': '-78.60632', 'needs_recoding': False, 'latitude': '42.19168'}"
NYS-2008-0117,Windfall,2008-04-24T00:00:00,2008-04-28T00:00:00,2008-04-24T00:00:00,9,9A,ALLEGANY,ANGELICA,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,0.3,42.27087,-77.9755,Private Property,n/a,0,0,0,0,0,0,0,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-77.9755', 'needs_recoding': False, 'latitude': '42.27087'}"
NYS-2008-0118,Mix Rd,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-28T00:00:00,5,5A,HAMILTON,LONG LAKE,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,1,43.97878,-74.42514,Private Property,N/A,0,0,0,0,2,0,0,"Waters,James ",DEC Dispatch,,"{'longitude': '-74.42514', 'needs_recoding': False, 'latitude': '43.97878'}"
NYS-2008-0119,Snells Bush Rd Fire,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-24T00:00:00,6,6C,HERKIMER,MANHEIM,Debris Burning, 1 - Grass - Light,5,0.4,43.02092,-74.76579,Private Property,N/A,0,0,0,0,0,0,0,"Piersma,Robert J",DEC Dispatch,,"{'longitude': '-74.76579', 'needs_recoding': False, 'latitude': '43.02092'}"
NYS-2008-0121,Weber Hollow,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-24T00:00:00,9,9A,ALLEGANY,AMITY,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.1,42.25405,-78.0732,Private Property,,0,0,0,0,0,1,0,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-78.0732', 'needs_recoding': False, 'latitude': '42.25405'}"
NYS-2008-0122,Berger Fire #2,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-24T00:00:00,3,3A,SULLIVAN,FALLSBURGH,Debris Burning, 5 - Brush - Continuous but Light,5,0.4,41.68054,-74.56853,Private Property,,0,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'longitude': '-74.56853', 'needs_recoding': False, 'latitude': '41.68054'}"
NYS-2008-0123,Stawarz,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-24T00:00:00,3,3A,SULLIVAN,MAMAKATING,Debris Burning, 7 - Brush - Understory,5,1.6,41.57579,-74.56731,Private Property,,0,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'longitude': '-74.56731', 'needs_recoding': False, 'latitude': '41.57579'}"
NYS-2008-0124,Anthony Wayne Fire,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-29T00:00:00,3,3B,ROCKLAND,STONY POINT,Miscellaneous, 9 - Timber - Medium Hardwood Litter,3,7.1,41.28785,-74.01515,OPR&HP (State Parks),Pallasades State Park,26377,0,0,0,0,0,0,"Prunoske,James ",Landowner,,"{'longitude': '-74.01515', 'needs_recoding': False, 'latitude': '41.28785'}"
NYS-2008-0125,Ronandale Fire,2008-04-24T00:00:00,2008-04-24T00:00:00,2008-04-28T00:00:00,4,4A,COLUMBIA,COPAKE,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,18.3,42.17285,-73.5549,Private Property,,0,0,0,0,0,0,0,"DiCintio,Chris A",911 Dispatch,,"{'longitude': '-73.5549', 'needs_recoding': False, 'latitude': '42.17285'}"
NYS-2008-0126,South Hill,2008-04-24T00:00:00,2008-04-25T00:00:00,2008-04-29T00:00:00,8,8A,YATES,MIDDLESEX,Lightning, 8 - Timber - Light Hardwood Litter,4,3.5,42.67802,-77.30894,Private Property,,9,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'longitude': '-77.30894', 'needs_recoding': False, 'latitude': '42.67802'}"
NYS-2008-0128,Higgins Rd Fire,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-26T00:00:00,5,5F,WASHINGTON,HEBRON,Debris Burning, 8 - Timber - Light Hardwood Litter,4,1,43.28906,-73.27338,Private Property,,0,0,0,0,1,0,0,"Schwab,Werner J",911 Dispatch,,"{'longitude': '-73.27338', 'needs_recoding': False, 'latitude': '43.28906'}"
NYS-2008-0129,Pleasant Lake Fire,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-25T00:00:00,7,7A,OSWEGO,SCHROEPPEL,Incendiary,12 - Slash - Medium,5,0.1,43.24131,-76.231,Private Property,,0,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,,"{'longitude': '-76.231', 'needs_recoding': False, 'latitude': '43.24131'}"
NYS-2008-0130,Glen Brook,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-28T00:00:00,8,8A,STEUBEN,URBANA,Miscellaneous, 8 - Timber - Light Hardwood Litter,4,3.5,42.43429,-77.23401,Private Property,,60,0,0,0,1,0,0,"Farrand,Anne M",911 Dispatch,,"{'longitude': '-77.23401', 'needs_recoding': False, 'latitude': '42.43429'}"
NYS-2008-0131,Sheep Barn,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-25T00:00:00,8,8A,STEUBEN,CANISTEO,Debris Burning, 1 - Grass - Light,4,0.3,42.19705,-77.62915,Private Property,,0,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'longitude': '-77.62915', 'needs_recoding': False, 'latitude': '42.19705'}"
NYS-2008-0132,Bateman Fire,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-25T00:00:00,4,4A,COLUMBIA,HILLSDALE,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1,42.2575,-73.53505,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.53505', 'needs_recoding': False, 'latitude': '42.2575'}"
NYS-2008-0133,Bennett,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-25T00:00:00,7,7A,BROOME,WINDSOR,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1.5,42.11896,-75.75542,Private Property,,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.75542', 'needs_recoding': False, 'latitude': '42.11896'}"
NYS-2008-0134,Harvey,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-25T00:00:00,5,5E,WARREN,JOHNSBURG,Smoking, 1 - Grass - Light,5,0.5,43.72836,-74.08485,Private Property,,0,0,0,0,10,0,0,"George,Greg ",911 Dispatch,,"{'longitude': '-74.08485', 'needs_recoding': False, 'latitude': '43.72836'}"
NYS-2008-0135,Quarry Rd,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-26T00:00:00,5,5F,WASHINGTON,SALEM,Miscellaneous, 2 - Grass - Understory,4,3,43.18354,-73.3266,Private Property,,0,0,0,0,0,0,0,"Schwab,Werner J",911 Dispatch,,"{'longitude': '-73.3266', 'needs_recoding': False, 'latitude': '43.18354'}"
NYS-2008-0136,Twist Mt.,2008-04-25T00:00:00,2008-04-25T00:00:00,2008-04-30T00:00:00,5,5E,WARREN,LAKE LUZERNE,Debris Burning, 9 - Timber - Medium Hardwood Litter,1,15.2,43.29658,-73.81903,Private Property,,0,0,1,0,0,0,0,"Solan,John X",911 Dispatch,,"{'longitude': '-73.81903', 'needs_recoding': False, 'latitude': '43.29658'}"
NYS-2008-0137,Orebed,2008-04-26T00:00:00,2008-04-26T00:00:00,2008-04-26T00:00:00,5,5B,CLINTON,BLACK BROOK,Debris Burning, 1 - Grass - Light,5,1,43.59282,-73.80359,Private Property,,0,0,0,0,1,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'longitude': '-73.80359', 'needs_recoding': False, 'latitude': '43.59282'}"
NYS-2008-0140,Black Creek Fire,2008-04-26T00:00:00,2008-04-26T00:00:00,2008-04-26T00:00:00,7,7A,OSWEGO,CONSTANTIA,Debris Burning, 8 - Timber - Light Hardwood Litter,4,0.9,43.2749,-75.87313,Private Property,N/A,0,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,,"{'longitude': '-75.87313', 'needs_recoding': False, 'latitude': '43.2749'}"
NYS-2008-0141,Ulster Heights Fire,2008-04-26T00:00:00,2008-04-26T00:00:00,2008-04-27T00:00:00,3,3A,ULSTER,WAWARSING,Children, 9 - Timber - Medium Hardwood Litter,4,1.1,41.75745,-74.42621,Private Property,,0,0,2,0,0,0,0,"Miller,Gary W",911 Dispatch,,"{'longitude': '-74.42621', 'needs_recoding': False, 'latitude': '41.75745'}"
NYS-2008-0143,Stone Rd Fire,2008-04-26T00:00:00,2008-04-26T00:00:00,2008-04-30T00:00:00,5,5F,SARATOGA,DAY,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,2.5,43.29631,-74.05537,Private Property,N/A,0,0,0,1,1,0,0,"Heare,Suzanne M",911 Dispatch,,"{'longitude': '-74.05537', 'needs_recoding': False, 'latitude': '43.29631'}"
NYS-2008-0144,Honeoye Hill,2008-04-27T00:00:00,2008-04-27T00:00:00,2008-04-30T00:00:00,8,8A,ONTARIO,RICHMOND,Lightning, 8 - Timber - Light Hardwood Litter,4,1.5,42.70133,-77.486,Private Property,,60,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'longitude': '-77.486', 'needs_recoding': False, 'latitude': '42.70133'}"
NYS-2008-0145,Brown,2008-04-25T00:00:00,2008-04-28T00:00:00,2008-04-25T00:00:00,8,8A,SCHUYLER,ORANGE,Debris Burning, 1 - Grass - Light,5,1,42.34401,-77.06838,Private Property,n/a,0,0,0,0,1,0,0,"Meehan,William X",911 Dispatch,,"{'longitude': '-77.06838', 'needs_recoding': False, 'latitude': '42.34401'}"
NYS-2008-0148,Cameron RX,2008-05-01T00:00:00,2008-05-01T00:00:00,2008-05-01T00:00:00,8,8A,STEUBEN,CAMERON,Prescribed Fire, 2 - Grass - Understory,4,10,42.21542,-77.40609,State Forest/RF Area,Cameron State Forest,0,0,0,0,0,0,0,"Meehan,William X",Supervisor,,"{'longitude': '-77.40609', 'needs_recoding': False, 'latitude': '42.21542'}"
NYS-2008-0149,Big Flats RX,2008-05-02T00:00:00,2008-05-02T00:00:00,2008-05-02T00:00:00,8,8A,CHEMUNG,BIG FLATS,Prescribed Fire, 3 - Grass - Heavy,4,8,42.131,-76.95612,Other Government,,0,0,0,0,0,0,0,"Meehan,William X",Supervisor,,"{'longitude': '-76.95612', 'needs_recoding': False, 'latitude': '42.131'}"
NYS-2008-0150,Axle Grease Unit,2008-05-06T00:00:00,2008-05-06T00:00:00,2008-05-06T00:00:00,4,4A,ALBANY,COLONIE,Prescribed Fire, 1 - Grass - Light,5,1.7,42.73718,-73.88566,Unique Area,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Bink,Joseph L",Other,,"{'longitude': '-73.88566', 'needs_recoding': False, 'latitude': '42.73718'}"
NYS-2008-0151,Wangum Rd Fire,2008-05-06T00:00:00,2008-05-06T00:00:00,2008-05-06T00:00:00,5,5B,FRANKLIN,MOIRA,Miscellaneous,11 - Slash - Light,5,5.5,44.82258,-74.59423,Private Property,,0,0,0,0,0,0,1,"Bassage,Keith ",DEC Dispatch,,"{'longitude': '-74.59423', 'needs_recoding': False, 'latitude': '44.82258'}"
NYS-2008-0152,B7 Fire Break,2008-05-06T00:00:00,2008-05-06T00:00:00,2008-05-07T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Prescribed Fire, 3 - Grass - Heavy,4,7.4,40.93067,-72.94668,State Forest/RF Area,Rocky Point,0,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'longitude': '-72.94668', 'needs_recoding': False, 'latitude': '40.93067'}"
NYS-2008-0153,Howell's,2008-05-07T00:00:00,2008-05-07T00:00:00,2008-05-09T00:00:00,3,3A,SULLIVAN,MAMAKATING,Equipment, 7 - Brush - Understory,4,64,41.51923,-74.50189,Private Property,N/A,0,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'longitude': '-74.50189', 'needs_recoding': False, 'latitude': '41.51923'}"
NYS-2008-0154,Green Lake Road,2008-05-07T00:00:00,2008-05-07T00:00:00,2008-05-07T00:00:00,5,5D,FULTON,CAROGA,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,0.3,43.18075,-74.50472,Forest Preserve,Shaker Mt. Wild Forest,0,0,0,0,0,0,0,"Perryman,Arthur C",911 Dispatch,,"{'longitude': '-74.50472', 'needs_recoding': False, 'latitude': '43.18075'}"
NYS-2008-0155,Rush Woods,2008-05-09T00:00:00,2008-05-09T00:00:00,2008-05-09T00:00:00,8,8A,MONROE,RUSH,Prescribed Fire, 8 - Timber - Light Hardwood Litter,4,1,42.96098,-77.67648,Unique Area,Rush Oak Openings Unique Area,0,0,0,0,0,0,0,"Meehan,William X",Other,,"{'longitude': '-77.67648', 'needs_recoding': False, 'latitude': '42.96098'}"
NYS-2008-0156,Cresent Fire,2008-05-11T00:00:00,2008-05-11T00:00:00,2008-05-11T00:00:00,4,4B,DELAWARE,ANDES,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.2,42.17352,-74.71096,Private Property,,0,0,0,0,0,0,0,"Bink,Joseph L",911 Dispatch,,"{'longitude': '-74.71096', 'needs_recoding': False, 'latitude': '42.17352'}"
NYS-2008-0157,Cedar River Golf Course,2008-05-11T00:00:00,2008-05-11T00:00:00,2008-05-11T00:00:00,5,5D,HAMILTON,INDIAN LAKE,Miscellaneous, 2 - Grass - Understory,4,1.5,43.78337,-74.30392,Private Property,N/A,0,0,0,0,0,1,0,"Scott,Jason S",DEC Dispatch,N/A,"{'longitude': '-74.30392', 'needs_recoding': False, 'latitude': '43.78337'}"
NYS-2008-0159,Axle Grease Unit #2,2008-05-13T00:00:00,2008-05-13T00:00:00,2008-05-13T00:00:00,4,4A,ALBANY,COLONIE,Prescribed Fire, 3 - Grass - Heavy,5,0.5,42.73984,-73.88666,Other Government,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Henry,William ",Other,,"{'longitude': '-73.88666', 'needs_recoding': False, 'latitude': '42.73984'}"
NYS-2008-0160,Chateaugay Rt 11,2008-05-13T00:00:00,2008-05-13T00:00:00,2008-05-13T00:00:00,5,5B,FRANKLIN,CHATEAUGAY,Miscellaneous, 1 - Grass - Light,5,0.1,44.92331,-74.12402,Private Property,N/A,0,0,0,0,0,0,0,"Gliddi,Thomas ",Ranger Patrol,,"{'longitude': '-74.12402', 'needs_recoding': False, 'latitude': '44.92331'}"
NYS-2008-0161,Goodnow Flow,2008-05-13T00:00:00,2008-05-13T00:00:00,2008-05-14T00:00:00,5,5E,ESSEX,NEWCOMB,Incendiary, 6 - Brush - Mixed/Regeneration,5,1.2,43.91305,-74.23172,Private Property,,0,0,0,0,0,1,0,"Jeffery,Delbert W",911 Dispatch,,"{'longitude': '-74.23172', 'needs_recoding': False, 'latitude': '43.91305'}"
NYS-2008-0162,Walters Fire,2008-05-14T00:00:00,2008-05-14T00:00:00,2008-05-14T00:00:00,4,4A,RENSSELAER,PETERSBURG,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,0.1,42.74498,-73.3087,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.3087', 'needs_recoding': False, 'latitude': '42.74498'}"
NYS-2008-0163,Brandy Brook,2008-05-14T00:00:00,2008-05-14T00:00:00,2008-05-16T00:00:00,5,5A,ESSEX,NORTH ELBA,Children, 8 - Timber - Light Hardwood Litter,5,1,44.3242,-74.1199,Other Government,,0,0,0,0,0,0,0,"Harjung,Julie ",DEC Dispatch,,"{'longitude': '-74.1199', 'needs_recoding': False, 'latitude': '44.3242'}"
NYS-2008-0164,Water Pump Fire,2008-05-17T00:00:00,2008-05-17T00:00:00,2008-05-27T00:00:00,5,5E,WARREN,THURMAN,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,0.1,43.505,-74.026,Private Property,,0,0,0,0,1,0,0,"Preston,Stephen L",911 Dispatch,,"{'longitude': '-74.026', 'needs_recoding': False, 'latitude': '43.505'}"
NYS-2008-0165,Wincrest,2008-05-17T00:00:00,2008-05-17T00:00:00,2008-05-18T00:00:00,5,5E,WARREN,QUEENSBURY,Children, 8 - Timber - Light Hardwood Litter,5,1.7,43.3427,-73.67812,Private Property,,0,0,1,0,1,0,2,"Donegan,Evan F",Landowner,,"{'longitude': '-73.67812', 'needs_recoding': False, 'latitude': '43.3427'}"
