DATE,TempAvg,TempMax,TempMin,SLP,Humidity,Precipitation,Visibility,WindSpeed,WindSpeedMax,ForestFire,Latitude,Longitude,Altitude,Place
26-10-2015,19.9,29.4,15.2,1015.3,64,2.03,3.1,1.1,3.5,No,30.31,78.03,682,Dehradun
27-10-2015,20.3,30.4,13.6,1014.2,56,0,4,1.5,3.5,No,30.31,78.03,682,Dehradun
28-10-2015,18.2,30.4,14.9,1015.3,71,0,3.1,1.5,3.5,No,30.31,78.03,682,Dehradun
29-10-2015,19.4,27.4,13.5,1016.5,70,0,3.1,2,3.5,No,30.31,78.03,682,Dehradun
30-10-2015,20.2,27.4,15.5,1016.2,71,0,1.9,2,3.5,No,30.31,78.03,682,Dehradun
31-10-2015,20.4,29.3,14,1015.9,65,0,4,1.3,3.5,No,30.31,78.03,682,Dehradun
01-11-2015,20.7,29.9,15,1016,65,0,2.3,1.3,3.5,No,30.31,78.03,682,Dehradun
02-11-2015,20.2,29.9,15.3,1016.1,67,0,2.6,0.9,3.5,No,30.31,78.03,682,Dehradun
03-11-2015,18.7,29.3,13.9,1014.8,67,0,2.3,1.5,3.5,No,30.31,78.03,682,Dehradun
04-11-2015,19.6,28,13.2,1013.1,61,0,2.7,1.1,3.5,No,30.31,78.03,682,Dehradun
05-11-2015,18.8,28,15.1,1013.3,70,1.02,3.1,1.9,3.5,No,30.31,78.03,682,Dehradun
06-11-2015,17.9,28.7,12.1,1013.6,61,0,3.2,1.3,3.5,No,30.31,78.03,682,Dehradun
07-11-2015,18.8,29.2,12.5,1015,58,0,3.7,1.3,3.5,No,30.31,78.03,682,Dehradun
08-11-2015,18.8,29.2,12.2,1016.6,60,0,2.9,2.8,3.5,No,30.31,78.03,682,Dehradun
09-11-2015,17.5,27.7,12.6,1016.1,71,0,2.3,2.4,3.5,No,30.31,78.03,682,Dehradun
10-11-2015,20.2,27.7,14.5,1013.2,60,0,1.9,3,3.5,No,30.31,78.03,682,Dehradun
11-11-2015,16.7,27.9,11.5,1014,71,0,2.3,1.9,3.5,No,30.31,78.03,682,Dehradun
12-11-2015,19.2,27.9,11.9,1015,65,0,2.9,1.9,48.2,No,30.31,78.03,682,Dehradun
13-11-2015,18.7,28.2,13.5,1013.8,71,0,2.3,1.5,3.5,No,30.31,78.03,682,Dehradun
14-11-2015,19.6,28.4,13.6,1011.5,73,0,1.9,2.2,3.5,No,30.31,78.03,682,Dehradun
15-11-2015,19.5,28.4,14.3,1011.8,68,0,1.9,1.9,3.5,No,30.31,78.03,682,Dehradun
16-11-2015,17.9,28.2,13,1012.5,67,0,3.2,1.9,3.5,No,30.31,78.03,682,Dehradun
17-11-2015,17.9,27.6,12,1012.5,63,0,3.5,1.9,5.4,No,30.31,78.03,682,Dehradun
18-11-2015,17.6,27.8,11.6,1015.6,64,0,3.7,2,5.4,No,30.31,78.03,682,Dehradun
19-11-2015,17.7,27.8,12,1017.8,67,0,3.5,0,5.4,No,30.31,78.03,682,Dehradun
20-11-2015,18.1,27.2,11.1,1016.2,66,0,3.2,1.9,3.5,No,30.31,78.03,682,Dehradun
21-11-2015,17.8,28,11.6,1015.1,72,0,3.5,1.1,3.5,No,30.31,78.03,682,Dehradun
22-11-2015,17.9,28,12.2,1014.6,70,0,2.3,1.1,3.5,No,30.31,78.03,682,Dehradun
23-11-2015,18.4,27.1,12.6,1015.5,74,0,1.9,0.6,3.5,No,30.31,78.03,682,Dehradun
24-11-2015,17.4,26.6,12.1,1015.2,72,0,2.7,2.2,5.4,No,30.31,78.03,682,Dehradun
25-11-2015,16.8,27,10.2,1013.3,69,0,3.7,0.4,3.5,No,30.31,78.03,682,Dehradun
26-11-2015,17.8,27,11,1012.9,69,0,3.7,0.4,1.9,No,30.31,78.03,682,Dehradun
27-11-2015,15.7,26.8,14,1012.3,91,1.02,2.3,0.9,3.5,No,30.31,78.03,682,Dehradun
28-11-2015,16.7,23.9,12.2,1016.6,77,1.02,3.1,0.9,3.5,No,30.31,78.03,682,Dehradun
29-11-2015,17.3,25.9,12.1,1018.2,72,0,2.3,0.7,3.5,No,30.31,78.03,682,Dehradun
30-11-2015,17.8,27.2,12.7,1016.9,72,0,3.1,1.1,5.4,No,30.31,78.03,682,Dehradun
01-12-2015,17,28.7,10.6,1014.7,65,0,4,0.7,5.4,No,30.31,78.03,682,Dehradun
02-12-2015,15.3,28.7,10.5,1016,67,0,3.2,0.7,3.5,No,30.31,78.03,682,Dehradun
03-12-2015,15.6,25.4,10,1015.1,71,0,1.9,0.2,1.9,No,30.31,78.03,682,Dehradun
04-12-2015,15.3,25.4,9.6,1015,78,0,1.9,0.9,3.5,No,30.31,78.03,682,Dehradun
05-12-2015,15.3,25,10.2,1016.4,76,0,1.9,0.9,1.9,No,30.31,78.03,682,Dehradun
06-12-2015,15.8,25,10.6,1016.8,78,0,2.3,1.1,3.5,No,30.31,78.03,682,Dehradun
07-12-2015,15.8,23.3,11.4,1017.6,79,0,1.9,0.7,1.9,No,30.31,78.03,682,Dehradun
08-12-2015,14.9,23.3,10.1,1016.1,81,0,1.9,0.4,1.9,No,30.31,78.03,682,Dehradun
09-12-2015,13.6,22.8,9.3,1017.1,80,0,2.1,0.6,1.9,No,30.31,78.03,682,Dehradun
10-12-2015,15.5,23.5,9.4,1012.8,71,0,3.5,0.9,3.5,No,30.31,78.03,682,Dehradun
11-12-2015,13.6,23.5,11.7,1011,92,0.76,1.9,1.1,3.5,No,30.31,78.03,682,Dehradun
12-12-2015,14.4,20.4,10,1012.9,85,7.87,1.6,1.5,3.5,No,30.31,78.03,682,Dehradun
13-12-2015,13.5,20.4,10.3,1014.3,90,0,0.8,1.1,3.5,No,30.31,78.03,682,Dehradun
14-12-2015,11.6,19.9,8.2,1015,83,0,1.8,1.5,3.5,No,30.31,78.03,682,Dehradun
15-12-2015,11.2,20,6.4,1015,81,0,2.7,0.9,3.5,No,30.31,78.03,682,Dehradun
16-12-2015,11.7,19.8,7.4,1015.5,80,0,2.4,1.5,3.5,No,30.31,78.03,682,Dehradun
17-12-2015,11.6,19.8,7.2,1016.9,76,0,2.3,1.1,3.5,No,30.31,78.03,682,Dehradun
18-12-2015,10.9,21.5,5.1,1017.6,69,0,4,1.1,3.5,No,30.31,78.03,682,Dehradun
19-12-2015,11.4,22.4,5,1018,67,0,4,1.9,3.5,No,30.31,78.03,682,Dehradun
20-12-2015,11.3,22.4,6.4,1018.3,73,0,2.3,2.2,3.5,No,30.31,78.03,682,Dehradun
21-12-2015,11.1,19.5,5.3,1018.9,75,0,2.3,1.5,3.5,No,30.31,78.03,682,Dehradun
22-12-2015,11.3,19.8,7.3,1020.7,72,0,2.3,2,3.5,No,30.31,78.03,682,Dehradun
23-12-2015,10.4,19.8,5.1,1019.7,71,0,3.1,2.4,3.5,No,30.31,78.03,682,Dehradun
24-12-2015,9.8,18.6,3.6,1020.4,65,0,1.9,1.1,3.5,No,30.31,78.03,682,Dehradun
25-12-2015,10.1,20.2,3.4,1021.3,67,0,3.1,0.9,3.5,No,30.31,78.03,682,Dehradun
26-12-2015,11.1,22,4.6,1020,70,0,3.1,0.7,3.5,No,30.31,78.03,682,Dehradun
27-12-2015,13.1,23.8,6.6,1018.9,68,0,2.9,0.6,3.5,No,30.31,78.03,682,Dehradun
28-12-2015,14.1,25.2,8.6,1019.4,74,0,2.6,0.4,3.5,No,30.31,78.03,682,Dehradun
29-12-2015,13.7,25.5,7.2,1017.1,74,0,3.2,0.7,1.9,No,30.31,78.03,682,Dehradun
30-12-2015,14,25.5,7.7,1017.3,71,0,1.9,2,3.5,No,30.31,78.03,682,Dehradun
31-12-2015,14,25.5,7.7,1017.3,71,0,1.9,2,3.5,No,30.31,78.03,682,Dehradun
01-01-2016,12.8,22.9,7.4,1020.8,72,0,1.9,1.3,3.5,No,30.31,78.03,682,Dehradun
02-01-2016,12.2,22.4,6.7,1020.4,63,0,1.9,1.5,3.5,No,30.31,78.03,682,Dehradun
03-01-2016,11.4,22.4,5.5,1018.4,70,0,2.3,0.9,3.5,No,30.31,78.03,682,Dehradun
04-01-2016,13.2,22.2,6.6,1019.8,68,0,1.9,1.3,3.5,No,30.31,78.03,682,Dehradun
05-01-2016,14.1,24.2,8.6,1017.1,66,0,3.5,1.5,3.5,No,30.31,78.03,682,Dehradun
06-01-2016,15.3,24.7,8.1,1016.9,66,0,2.7,0.4,3.5,No,30.31,78.03,682,Dehradun
07-01-2016,13.1,24.7,8.6,1018.8,73,0,3.4,2,3.5,No,30.31,78.03,682,Dehradun
08-01-2016,13,22.5,8.7,1016.4,68,0,3.5,1.9,7.6,No,30.31,78.03,682,Dehradun
09-01-2016,11.6,22.2,6.4,1013.9,70,0,4,0.9,3.5,No,30.31,78.03,682,Dehradun
10-01-2016,12.1,22.7,5.6,1016.9,72,0,3.5,1.3,3.5,No,30.31,78.03,682,Dehradun
11-01-2016,12.9,22.7,7.1,1017,71,0,2.6,2,3.5,No,30.31,78.03,682,Dehradun
12-01-2016,12.9,22.2,7.7,1015.9,72,0,2.7,2.4,3.5,No,30.31,78.03,682,Dehradun
13-01-2016,13.3,22.7,7.6,1014.8,67,0,3.2,0.7,3.5,No,30.31,78.03,682,Dehradun
14-01-2016,12.9,23.8,7.9,1015.4,70,0,3.5,1.9,3.5,No,30.31,78.03,682,Dehradun
15-01-2016,12.3,20.9,7.3,1014.6,73,0,2.7,1.1,3.5,No,30.31,78.03,682,Dehradun
16-01-2016,11.3,22.2,5.6,1012.9,79,0,1.3,2,3.5,No,30.31,78.03,682,Dehradun
17-01-2016,11.7,20.2,8.4,1015.4,74,0,1.4,1.5,3.5,No,30.31,78.03,682,Dehradun
18-01-2016,10.9,20.2,5.3,1014.4,73,0,2.6,2.4,5.4,No,30.31,78.03,682,Dehradun
19-01-2016,11.4,20.3,6,1014.8,72,0,2.3,1.3,3.5,No,30.31,78.03,682,Dehradun
20-01-2016,10.6,20,5.9,1017.6,74,0,1.8,1.9,3.5,No,30.31,78.03,682,Dehradun
21-01-2016,9.8,18.6,3.6,1019.1,81,0,1.4,1.9,3.5,No,30.31,78.03,682,Dehradun
22-01-2016,10.2,18.4,5.7,1019,77,0,1.6,0.9,3.5,No,30.31,78.03,682,Dehradun
23-01-2016,9.8,19.1,3.9,1019.5,74,0,1.9,1.1,3.5,No,30.31,78.03,682,Dehradun
24-01-2016,10.4,19.2,4.5,1019.2,71,0,1.9,1.1,3.5,No,30.31,78.03,682,Dehradun
25-01-2016,11.1,19.9,4.3,1016,66,0,1.9,1.3,3.5,No,30.31,78.03,682,Dehradun
26-01-2016,11.9,21.2,6.9,1015.4,67,0,1.9,2.2,3.5,No,30.31,78.03,682,Dehradun
27-01-2016,11.9,21.1,7,1014.3,68,0,1.9,1.5,5.4,No,30.31,78.03,682,Dehradun
28-01-2016,13.3,20.7,7.1,1014.9,66,0,1.6,1.5,3.5,No,30.31,78.03,682,Dehradun
29-01-2016,14.6,22.4,10.7,1016.6,73,0,1.9,1.5,3.5,No,30.31,78.03,682,Dehradun
30-01-2016,16.1,24.7,10.5,1014.5,63,0,2.6,3.3,5.4,No,30.31,78.03,682,Dehradun
31-01-2016,14.2,25.9,8.7,1015.6,69,0,2.3,3.5,5.4,No,30.31,78.03,682,Dehradun
01-02-2016,12.7,23.8,6.5,1016.4,67,0,3.2,2.4,3.5,No,30.31,78.03,682,Dehradun
02-02-2016,12.6,24.2,6,1016.3,65,0,1.9,1.9,3.5,No,30.31,78.03,682,Dehradun
03-02-2016,12.5,21.9,5,1016,64,0,3.2,1.5,3.5,No,30.31,78.03,682,Dehradun
04-02-2016,13.9,23,6,1016.4,60,0,2.6,2,3.5,No,30.31,78.03,682,Dehradun
05-02-2016,14.6,24.6,8.6,1015.6,65,0,2.6,1.3,3.5,No,30.31,78.03,682,Dehradun
06-02-2016,13.9,23.6,8.9,1013.8,71,0,1.9,1.9,3.5,No,30.31,78.03,682,Dehradun
07-02-2016,11.2,22.9,9.3,1018.3,95,0,2.7,2,3.5,No,30.31,78.03,682,Dehradun
08-02-2016,13.4,22.5,6.8,1016.6,78,0,4,2,3.5,No,30.31,78.03,682,Dehradun
09-02-2016,14.7,23.7,7.8,1014.1,70,0,3.2,0.4,3.5,No,30.31,78.03,682,Dehradun
10-02-2016,15.2,25.2,9,1011.9,64,0,2.7,3.1,5.4,No,30.31,78.03,682,Dehradun
11-02-2016,13.4,25,9.3,1012.2,66,0,3.2,0.9,3.5,No,30.31,78.03,682,Dehradun
12-02-2016,14.8,23.9,7.3,1012.8,51,0,3.2,2.6,5.4,No,30.31,78.03,682,Dehradun
13-02-2016,10.9,24.3,8.2,1016.7,77,0,3.1,3,5.4,No,30.31,78.03,682,Dehradun
14-02-2016,15.4,24.6,6.7,1016.2,60,0,4,2,3.5,No,30.31,78.03,682,Dehradun
15-02-2016,15.4,24.6,9,1018,58,0,4,1.1,1.9,No,30.31,78.03,682,Dehradun
16-02-2016,16.1,23.9,8.6,1018.6,58,0,3.7,1.1,3.5,No,30.31,78.03,682,Dehradun
17-02-2016,18,26.4,8.9,1018.5,50,0,3.4,2,3.5,Yes,30.31,78.03,682,Dehradun
18-02-2016,20.7,28.2,12.9,1016.3,48,0,3.5,2.6,3.5,Yes,30.31,78.03,682,Dehradun
19-02-2016,19.9,24.4,16.4,1014.1,67,0,4,2,3.5,Yes,30.31,78.03,682,Dehradun
20-02-2016,21,28.2,17.2,1012.5,67,0,3.7,3,5.4,Yes,30.31,78.03,682,Dehradun
21-02-2016,17.7,28.5,12.3,1011.9,71,0,3.2,1.9,7.6,Yes,30.31,78.03,682,Dehradun
22-02-2016,17.4,26.6,11,1011.6,65,0,4,1.9,5.4,Yes,30.31,78.03,682,Dehradun
23-02-2016,17.4,27.2,11.1,1011,65,0,2.6,1.1,3.5,Yes,30.31,78.03,682,Dehradun
24-02-2016,17.9,26.4,11.2,1012.7,58,0,2.7,1.5,3.5,Yes,30.31,78.03,682,Dehradun
25-02-2016,18.2,26.8,11.7,1016.1,56,0,3.1,2.2,3.5,Yes,30.31,78.03,682,Dehradun
26-02-2016,18.7,27.2,11.3,1018,57,0,3.1,1.5,3.5,Yes,30.31,78.03,682,Dehradun
27-02-2016,18.9,27.3,13.4,1017.9,59,0,2.3,1.1,3.5,Yes,30.31,78.03,682,Dehradun
28-02-2016,19.2,26.8,12.5,1018.7,60,0,2.3,1.9,3.5,Yes,30.31,78.03,682,Dehradun
29-02-2016,18.8,27.8,13.4,1018.1,63,0,1.9,1.3,5.4,Yes,30.31,78.03,682,Dehradun
01-03-2016,19.1,27.2,11.6,1015.2,60,0,1.9,2.2,5.4,Yes,30.31,78.03,682,Dehradun
02-03-2016,20.2,28.2,14.1,1014.8,60,0,1.9,1.3,3.5,Yes,30.31,78.03,682,Dehradun
03-03-2016,20.9,29.2,13.7,1014.4,55,0,2.3,2.4,3.5,Yes,30.31,78.03,682,Dehradun
04-03-2016,21.4,29.6,14.1,1010.9,51,0,4,1.9,3.5,Yes,30.31,78.03,682,Dehradun
05-03-2016,20.1,30.8,15.2,1012.7,59,0,2.9,1.3,3.5,Yes,30.31,78.03,682,Dehradun
06-03-2016,18.3,26.5,12.7,1013.5,68,0,4,1.9,3.5,Yes,30.31,78.03,682,Dehradun
07-03-2016,19.1,27,11.4,1012,56,0,3.7,2.8,5.4,Yes,30.31,78.03,682,Dehradun
08-03-2016,20.4,29.2,12.6,1010.4,53,0,4,2.2,5.4,Yes,30.31,78.03,682,Dehradun
09-03-2016,20.7,30,13.4,1010.5,59,0,2.6,1.9,3.5,Yes,30.31,78.03,682,Dehradun
10-03-2016,21.1,28.5,15,1011.5,60,0,2.6,2,5.4,Yes,30.31,78.03,682,Dehradun
11-03-2016,21.2,29.3,16.1,1012.3,63,0,3.1,3.7,22.2,Yes,30.31,78.03,682,Dehradun
12-03-2016,18.7,27.5,14.9,1011.1,67,0,3.7,6.3,18.3,Yes,30.31,78.03,682,Dehradun
13-03-2016,17,25.5,13.6,1012.4,73,0,3.7,2,5.4,Yes,30.31,78.03,682,Dehradun
14-03-2016,17.1,24.7,13.7,1014.5,69,0,3.5,1.5,3.5,Yes,30.31,78.03,682,Dehradun
15-03-2016,18.1,25.3,11,1013,63,0,4,2.2,7.6,Yes,30.31,78.03,682,Dehradun
16-03-2016,18.3,26.7,10.7,1011.1,58,0,4,1.9,5.4,Yes,30.31,78.03,682,Dehradun
17-03-2016,20.3,27.7,11.8,1010.6,59,0,3.1,1.5,3.5,Yes,30.31,78.03,682,Dehradun
18-03-2016,21.2,29.2,15.2,1010.2,56,0,4,1.9,3.5,Yes,30.31,78.03,682,Dehradun
19-03-2016,21.5,29.9,14.7,1009,55,0,3.5,2.4,5.4,Yes,30.31,78.03,682,Dehradun
20-03-2016,20.2,30.3,13.7,1013.9,55,0,3.7,2.4,5.4,Yes,30.31,78.03,682,Dehradun
21-03-2016,19.3,28.4,12.4,1008.3,50,0,4,3.1,7.6,Yes,30.31,78.03,682,Dehradun
22-03-2016,18.1,28.8,11,1007,56,0,4,1.9,5.4,Yes,30.31,78.03,682,Dehradun
23-03-2016,20.6,32,11.6,1008.1,48,0,4,1.9,3.5,Yes,30.31,78.03,682,Dehradun
24-03-2016,22.7,32.9,14.2,1012.2,50,0,3.7,1.5,3.5,Yes,30.31,78.03,682,Dehradun
25-03-2016,24.3,32.6,16.8,1012.9,52,0,3.7,1.3,3.5,Yes,30.31,78.03,682,Dehradun
26-03-2016,25.2,33.9,18.9,1011.1,48,0,3.5,1.5,3.5,Yes,30.31,78.03,682,Dehradun
27-03-2016,22.4,34.6,16.6,1011.5,61,0,3.5,2.2,3.5,Yes,30.31,78.03,682,Dehradun
28-03-2016,22.7,32.8,15.6,1010.9,52,0,4,2.2,5.4,Yes,30.31,78.03,682,Dehradun
29-03-2016,22.2,31.2,16.3,1010.2,62,0,2.6,2.8,5.4,Yes,30.31,78.03,682,Dehradun
30-03-2016,23.8,32.2,16.9,1010,57,0,2.7,2.2,5.4,Yes,30.31,78.03,682,Dehradun
31-03-2016,24.3,32.5,16.7,1008.1,52,0,2.6,1.9,5.4,Yes,30.31,78.03,682,Dehradun
01-04-2016,25.6,32.9,17.5,1008.1,51,0,2.7,2,5.4,Yes,30.31,78.03,682,Dehradun
02-04-2016,25.6,34.2,16.7,1007.9,59,0,2.4,1.9,3.5,Yes,30.31,78.03,682,Dehradun
03-04-2016,27.6,34.5,18.4,1008.1,56,0,2.3,1.3,5.4,Yes,30.31,78.03,682,Dehradun
04-04-2016,26.7,35.6,21,1006.6,53,0,2.1,2.2,5.4,Yes,30.31,78.03,682,Dehradun
05-04-2016,24.8,34.6,18.8,1006.8,50,0,2.6,3.1,7.6,Yes,30.31,78.03,682,Dehradun
06-04-2016,25.3,32.7,19.4,1007.1,45,0,2.6,3.3,5.4,Yes,30.31,78.03,682,Dehradun
07-04-2016,23.1,32.6,17.7,1008.3,53,1.02,3.4,3.9,5.4,Yes,30.31,78.03,682,Dehradun
08-04-2016,23.2,31.9,14.1,1009.3,46,0,4,2,5.4,Yes,30.31,78.03,682,Dehradun
09-04-2016,25.1,33.9,15.1,1009.1,39,0,3.7,3.5,5.4,Yes,30.31,78.03,682,Dehradun
10-04-2016,26,34.9,18.7,1008.2,38,0,3.5,3,5.4,Yes,30.31,78.03,682,Dehradun
11-04-2016,24.8,35.1,17,1007.9,41,0,4,3.7,7.6,Yes,30.31,78.03,682,Dehradun
12-04-2016,26.5,33,16,1004.3,40,0,4,2.8,7.6,Yes,30.31,78.03,682,Dehradun
13-04-2016,24.9,33.6,16,1003.2,42,0,4,3.1,7.6,Yes,30.31,78.03,682,Dehradun
14-04-2016,26.1,34.2,17.7,1003.2,39,0,3.7,3.1,5.4,Yes,30.31,78.03,682,Dehradun
15-04-2016,26.3,35.5,16.9,1003.9,39,0,4,2.4,5.4,Yes,30.31,78.03,682,Dehradun
16-04-2016,28.2,36,19,1001.9,56,0,2.9,3.3,5.4,Yes,30.31,78.03,682,Dehradun
17-04-2016,30.9,38.5,21.9,1000.8,60,0,1.9,3.1,3.5,Yes,30.31,78.03,682,Dehradun
18-04-2016,27.9,39,21.9,1004.4,62,0,2.3,3.3,5.4,Yes,30.31,78.03,682,Dehradun
19-04-2016,26.9,36.6,19.4,1005,65,0,2.3,2.2,3.5,Yes,30.31,78.03,682,Dehradun
20-04-2016,28.3,36.2,20.2,1004.1,59,0,2.3,2.4,5.4,Yes,30.31,78.03,682,Dehradun
21-04-2016,27.4,36.7,19.7,1001,58,0,3.5,3,7.6,Yes,30.31,78.03,682,Dehradun
22-04-2016,23.3,36.7,18.4,1002,70,0,2.9,4.1,7.6,Yes,30.31,78.03,682,Dehradun
23-04-2016,23.4,35.4,17,1001.8,65,0,3.7,1.5,5.4,Yes,30.31,78.03,682,Dehradun
24-04-2016,25.1,33.2,15.9,1001.9,54,0,4,3,5.4,Yes,30.31,78.03,682,Dehradun
25-04-2016,25.4,34.7,15.2,1004.9,52,0,3.1,2.4,5.4,Yes,30.31,78.03,682,Dehradun
26-04-2016,26.8,36.5,16.6,1006.3,50,0,3.1,3.3,7.6,Yes,30.31,78.03,682,Dehradun
27-04-2016,26.3,37.2,17.1,1005,52,0,3.4,2.6,5.4,Yes,30.31,78.03,682,Dehradun
28-04-2016,27.1,37.4,17.8,1004.2,51,0,2.7,2.4,5.4,Yes,30.31,78.03,682,Dehradun
29-04-2016,27.9,36.5,17.4,1004.6,50,0,2.3,4.3,7.6,Yes,30.31,78.03,682,Dehradun
30-04-2016,27.1,36.8,18.2,1003.9,55,0,2.3,2.4,5.4,Yes,30.31,78.03,682,Dehradun
01-05-2016,28.9,37.7,18.6,1000.6,54,0,1.9,3,5.4,Yes,30.31,78.03,682,Dehradun
02-05-2016,29.9,38.9,20.4,1001.1,57,0,1.9,2.2,5.4,Yes,30.31,78.03,682,Dehradun
03-05-2016,29.1,38.9,20.9,1004.2,66,0,1.9,3.5,5.4,Yes,30.31,78.03,682,Dehradun
04-05-2016,27.7,36,20.9,1004.1,61,0,1.9,2.8,5.4,Yes,30.31,78.03,682,Dehradun
05-05-2016,24.7,36.3,19.7,1008.2,60,46.34,3.2,3.3,5.4,No,30.31,78.03,682,Dehradun
06-05-2016,25.2,33.7,18.1,1005.9,58,23.62,3.1,3.1,7.6,No,30.31,78.03,682,Dehradun
07-05-2016,27.7,34.4,19.4,1005.9,53,0,2.3,1.9,3.5,No,30.31,78.03,682,Dehradun
08-05-2016,28.2,34.4,21.4,1006.1,53,0,1.9,1.9,5.4,No,30.31,78.03,682,Dehradun
09-05-2016,28.1,35,22.9,1006.4,56,0,1.9,2.8,5.4,No,30.31,78.03,682,Dehradun
10-05-2016,28,34.8,23.1,1006.5,55,0,1.9,3.9,7.6,No,30.31,78.03,682,Dehradun
11-05-2016,27.1,35.5,21.1,1005.4,61,0,1.9,2.4,5.4,No,30.31,78.03,682,Dehradun
12-05-2016,29.1,35.2,20.6,999.5,53,0,3.4,1.5,3.5,No,30.31,78.03,682,Dehradun
13-05-2016,31.3,36.7,22.3,1001,45,0,2.6,1.9,5.4,No,30.31,78.03,682,Dehradun
14-05-2016,30.3,37.1,22.1,1001.8,46,0,2.6,2,5.4,No,30.31,78.03,682,Dehradun
15-05-2016,30.8,38.7,21.4,1002.5,37,0,3.4,2.2,5.4,No,30.31,78.03,682,Dehradun
16-05-2016,30.4,39.1,20.7,999.2,32,0,3.5,2.4,5.4,No,30.31,78.03,682,Dehradun
17-05-2016,31.7,39.8,21.7,997.1,30,0,4,2,3.5,No,30.31,78.03,682,Dehradun
18-05-2016,31.4,40.2,21.6,997.1,39,0,4,2,5.4,Yes,30.31,78.03,682,Dehradun
19-05-2016,31.9,39.5,23.1,998.5,50,0,3.2,1.5,3.5,Yes,30.31,78.03,682,Dehradun
20-05-2016,31.4,38.7,26,996.6,56,0,2.6,1.9,3.5,Yes,30.31,78.03,682,Dehradun
21-05-2016,29.9,37.6,24.4,996.6,56,0,3.1,1.9,3.5,No,30.31,78.03,682,Dehradun
22-05-2016,30.7,37.1,24,996.5,57,0,2.6,2.2,5.4,No,30.31,78.03,682,Dehradun
23-05-2016,26.1,37.5,21.7,1000.4,70,0,2.6,2,3.5,No,30.31,78.03,682,Dehradun
24-05-2016,27.1,36.2,19.8,1000.1,56,0,3.1,3,5.4,No,30.31,78.03,682,Dehradun
25-05-2016,28.3,35.5,20.6,996.1,51,0,3.5,1.3,5.4,No,30.31,78.03,682,Dehradun
26-05-2016,29.3,36.1,21.8,998.2,50,0,2.7,1.9,5.4,No,30.31,78.03,682,Dehradun
27-05-2016,30.2,37,21.3,997.8,43,0,3.5,2,7.6,No,30.31,78.03,682,Dehradun
28-05-2016,27.6,38,21,999.3,59,0,2.3,3.3,7.6,No,30.31,78.03,682,Dehradun
29-05-2016,26.5,36.3,18.7,1000.7,64,0,4,2,3.5,No,30.31,78.03,682,Dehradun
30-05-2016,26.9,32.7,21.1,1002.7,67,0,2.7,2.8,5.4,No,30.31,78.03,682,Dehradun
31-05-2016,28.2,33.7,20.1,1002.1,66,0,2.6,1.5,5.4,No,30.31,78.03,682,Dehradun
01-06-2016,30.2,35.5,22,1001.2,59,0,1.9,2,5.4,No,30.31,78.03,682,Dehradun
02-06-2016,29.4,36.2,24.4,1001.7,69,0,2.9,1.5,5.4,No,30.31,78.03,682,Dehradun
03-06-2016,29.5,36,24.5,1002.2,76,0,2.7,1.9,5.4,No,30.31,78.03,682,Dehradun
04-06-2016,31.2,35.9,24.8,1001.8,71,0,2.6,1.3,3.5,No,30.31,78.03,682,Dehradun
05-06-2016,27.8,35.9,21,1003.1,75,0,2.3,2.8,3.5,No,30.31,78.03,682,Dehradun
06-06-2016,27.3,36,20.1,1003.2,69,0,3.5,1.9,3.5,No,30.31,78.03,682,Dehradun
07-06-2016,24.9,35.1,21.5,1003.6,75,0,3.5,3,5.4,No,30.31,78.03,682,Dehradun
08-06-2016,28.6,33.7,20.2,999.8,63,0,4,2.2,3.5,No,30.31,78.03,682,Dehradun
09-06-2016,26.9,35.1,22.2,999.5,72,0,4,1.3,3.5,No,30.31,78.03,682,Dehradun
10-06-2016,28.9,35,21.1,998.3,69,0,2.7,2.6,7.6,No,30.31,78.03,682,Dehradun
11-06-2016,29.9,35.1,22.2,997.3,62,0,3.7,3,5.4,No,30.31,78.03,682,Dehradun
12-06-2016,27.1,35.4,21.6,998,74,0,3.5,2.2,7.6,No,30.31,78.03,682,Dehradun
13-06-2016,29.6,36,23.7,997,66,0,1.9,0.9,3.5,No,30.31,78.03,682,Dehradun
14-06-2016,28.7,36.4,23.3,996.9,68,0,2.3,1.1,5.4,No,30.31,78.03,682,Dehradun
15-06-2016,26.4,33.6,23.6,996.5,89,0,1.9,3.3,5.4,No,30.31,78.03,682,Dehradun
16-06-2016,26.1,30.6,23,999,87,0,2.9,2,5.4,No,30.31,78.03,682,Dehradun
17-06-2016,29.2,33.2,23.4,999.4,75,0,2.7,0.7,3.5,No,30.31,78.03,682,Dehradun
18-06-2016,28.2,34.7,25,1001.5,82,0,1.9,1.1,5.4,No,30.31,78.03,682,Dehradun
19-06-2016,28.9,32.6,24.5,1001.5,76,0,2.3,0.6,3.5,No,30.31,78.03,682,Dehradun
20-06-2016,27.9,33.6,25,1001,84,0,2.3,2,3.5,No,30.31,78.03,682,Dehradun
21-06-2016,25.9,31.3,24,1000.9,90,0,2.7,1.5,3.5,No,30.31,78.03,682,Dehradun
22-06-2016,27.1,31.7,23.1,1001.8,82,0,2.9,1.9,7.6,No,30.31,78.03,682,Dehradun
23-06-2016,28.4,32,22.5,999.5,81,0,2.9,1.1,3.5,No,30.31,78.03,682,Dehradun
24-06-2016,30.2,34.6,25.2,997.8,75,0,1.9,2,5.4,No,30.31,78.03,682,Dehradun
