Date,Day,Month,Year,TempAvg,TempMax,TempMin,SLP,Humidity,Precipitation,Visibility,WindSpeed,WindSpeedMax,ForestFire,Latitude,Longitude,Altitude,Place
12-11-2015,12,November,2015,18.7,28,11.5,1015.4,76,0,4.2,3.1,11.1,No,24.66,93.9,780,Imphal
13-11-2015,13,November,2015,18.4,28.6,10.2,1014.4,75,0,3.5,0,-,No,24.66,93.9,780,Imphal
14-11-2015,14,November,2015,17.8,27.8,11.2,1012.4,77,0,3.5,1.9,5.4,No,24.66,93.9,780,Imphal
15-11-2015,15,November,2015,17.9,27.1,11.3,1012.5,78,0,3.2,1.9,7.6,No,24.66,93.9,780,Imphal
16-11-2015,16,November,2015,17.6,26.8,11.3,1012.9,78,0,2.9,1.1,5.4,No,24.66,93.9,780,Imphal
17-11-2015,17,November,2015,18.2,26,9.8,1013.4,77,0,2.6,1.5,11.1,No,24.66,93.9,780,Imphal
18-11-2015,18,November,2015,17.9,22,15,1016.3,88,0,1.9,0.4,3.5,No,24.66,93.9,780,Imphal
19-11-2015,19,November,2015,17.6,27.3,11.9,1016.7,80,0,3.1,1.9,7.6,No,24.66,93.9,780,Imphal
20-11-2015,20,November,2015,16.8,28.2,9.6,1016.1,78,0,2.9,0.7,5.4,No,24.66,93.9,780,Imphal
21-11-2015,21,November,2015,17.3,28.1,8.8,1015.5,75,0,3.1,0.4,3.5,No,24.66,93.9,780,Imphal
22-11-2015,22,November,2015,15.7,27,8.8,1016.1,78,0,2.9,0.7,5.4,No,24.66,93.9,780,Imphal
23-11-2015,23,November,2015,14.9,26.5,6.4,1016.8,76,0,2.9,2,7.6,No,24.66,93.9,780,Imphal
24-11-2015,24,November,2015,15.1,26,7.5,1015.9,78,0,2.4,1.5,5.4,No,24.66,93.9,780,Imphal
25-11-2015,25,November,2015,16,25.8,7.5,1014.5,75,0,2.9,2.2,7.6,No,24.66,93.9,780,Imphal
26-11-2015,26,November,2015,16,26,7.1,1013.7,74,0,2.7,1.3,5.4,No,24.66,93.9,780,Imphal
27-11-2015,27,November,2015,16.9,26.4,10.2,1013.2,74,0,3.1,1.5,7.6,No,24.66,93.9,780,Imphal
28-11-2015,28,November,2015,16.5,25.8,9.7,1017.6,79,0,2.9,1.7,7.6,No,24.66,93.9,780,Imphal
29-11-2015,29,November,2015,17.8,26.8,8.8,1017.9,73,0,2.6,1.3,5.4,No,24.66,93.9,780,Imphal
30-11-2015,30,November,2015,16.7,25.4,9.8,1016.2,78,0,2.6,1.9,7.6,No,24.66,93.9,780,Imphal
